symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
VIPIND,INE054A01027,2020-11-12,NSE,EQ,EQ,buy,false,12.000000,298.000000,78151965,1300000011192401,2020-11-12T14:32:11
RELIANCE,INE002A01018,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,2008.800000,75323215,1300000000838115,2020-11-14T18:24:34
INFY,INE009A01021,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,1133.300000,25307609,1100000000761670,2020-11-14T18:24:34
BANDHANBNK,INE545U01014,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,346.600000,267975,1000000000756045,2020-11-14T18:25:05
YESBANK,INE528G01035,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,14.750000,75333380,1300000000859087,2020-11-14T18:25:05
FRETAIL,INE752P01024,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,68.000000,25318173,1100000000784368,2020-11-14T18:25:05
BHARTIARTL,INE397D01024,2020-11-14,NSE,EQ,EQ,buy,false,1.000000,482.450000,267977,1000000000756048,2020-11-14T18:25:05
BANDHANBNK,INE545U01014,2020-11-18,NSE,EQ,EQ,buy,false,8.000000,355.050000,1692705,1000000005164552,2020-11-18T10:31:07
BANDHANBNK,INE545U01014,2020-11-18,NSE,EQ,EQ,buy,false,2.000000,355.050000,1692706,1000000005164552,2020-11-18T10:31:07
FRETAIL,INE752P01024,2020-11-18,NSE,EQ,EQ,buy,false,74.000000,68.150000,27873432,1100000004168310,2020-11-18T13:23:13
MARICO,INE196A01026,2020-12-17,NSE,EQ,EQ,sell,false,3.000000,410.800000,51168249,1200000004454174,2020-12-17T10:34:19
WSTCSTPAPR,INE976A01021,2020-12-17,NSE,EQ,EQ,buy,false,3.000000,174.250000,76244133,1300000004422507,2020-12-17T10:34:21
ERIS,INE406M01024,2020-12-17,NSE,EQ,EQ,buy,false,1.000000,554.000000,26451662,1100000004495420,2020-12-17T10:34:21
GSPL,INE246F01010,2020-12-17,NSE,EQ,EQ,buy,false,2.000000,228.650000,26451666,1100000004495430,2020-12-17T10:34:21
HCLTECH,INE860A01027,2020-12-17,NSE,EQ,EQ,buy,false,1.000000,884.250000,26451667,1100000004495431,2020-12-17T10:34:21
PNCINFRA,INE195J01029,2020-12-17,NSE,EQ,EQ,buy,false,2.000000,179.300000,51168553,1200000004455175,2020-12-17T10:34:21
SUBROS,INE287B01021,2020-12-17,NSE,EQ,EQ,buy,false,1.000000,336.050000,76244131,1300000004422498,2020-12-17T10:34:21
WELCORP,INE191B01025,2020-12-17,NSE,EQ,EQ,buy,false,12.000000,137.500000,76244132,1300000004422504,2020-12-17T10:34:21
FRETAIL,INE752P01024,2020-12-21,NSE,EQ,EQ,buy,false,95.000000,79.150000,27141503,1100000007479241,2020-12-21T12:29:12
BECTORFOOD,INE495P01012,2020-12-24,NSE,EQ,EQ,sell,false,25.000000,583.000000,1969450,1000000006336558,2020-12-24T10:34:34
BECTORFOOD,INE495P01012,2020-12-28,NSE,EQ,EQ,sell,false,15.000000,570.000000,2097192,1000000003981163,2020-12-28T11:45:26
BECTORFOOD,INE495P01012,2020-12-28,NSE,EQ,EQ,sell,false,10.000000,560.000000,3472240,1000000009228316,2020-12-28T14:26:24
