symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
RVNL,INE415G01027,2023-04-05,NSE,EQ,EQ,buy,false,32.000000,75.800000,75692702,1300000003465930,2023-04-05T09:43:43
KPITTECH,INE04I401011,2023-04-27,NSE,EQ,EQ,sell,false,3.000000,931.250000,50784232,1200000004199447,2023-04-27T09:56:43
AUROPHARMA,INE406A01037,2023-04-27,NSE,EQ,EQ,buy,false,3.000000,617.400000,721747,1000000004071181,2023-04-27T09:56:45
SCHAEFFLER,INE513A01022,2023-05-03,NSE,EQ,EQ,sell,false,1.000000,2778.050000,76579567,1300000006578172,2023-05-03T10:42:05
SOLARINDS,INE343H01029,2023-05-03,NSE,EQ,EQ,sell,false,1.000000,3820.000000,76579566,1300000006578171,2023-05-03T10:42:05
TIINDIA,INE974X01010,2023-05-03,NSE,EQ,EQ,sell,false,1.000000,2550.950000,76579568,1300000006578173,2023-05-03T10:42:05
SOUTHBANK,INE683A01023,2023-05-03,NSE,EQ,EQ,buy,false,250.000000,16.700000,76579894,1300000006580456,2023-05-03T10:42:07
SAFARI,INE429E01023,2023-05-03,NSE,EQ,EQ,buy,false,1.000000,2444.950000,76579892,1300000006580453,2023-05-03T10:42:07
SAFARI,INE429E01023,2023-05-03,NSE,EQ,EQ,buy,false,1.000000,2445.000000,76579893,1300000006580453,2023-05-03T10:42:07
MAZDOCK,INE249Z01012,2023-05-03,NSE,EQ,EQ,buy,false,4.000000,784.550000,51332927,1200000006739396,2023-05-03T10:42:07
TVSMOTOR,INE494B01023,2023-06-15,NSE,EQ,EQ,sell,false,2.000000,1348.250000,75663823,1300000003007072,2023-06-15T09:34:09
BANKBARODA,INE028A01039,2023-06-15,NSE,EQ,EQ,sell,false,23.000000,186.900000,482942,1000000002682646,2023-06-15T09:34:09
CIPLA,INE059A01026,2023-06-15,NSE,EQ,EQ,sell,false,3.000000,990.150000,482943,1000000002682647,2023-06-15T09:34:09
CGPOWER,INE067A01029,2023-06-15,NSE,EQ,EQ,sell,false,12.000000,379.450000,482944,1000000002682653,2023-06-15T09:34:09
CANBK,INE476A01014,2023-06-15,NSE,EQ,EQ,sell,false,10.000000,303.550000,482945,1000000002682670,2023-06-15T09:34:09
APARINDS,INE372A01015,2023-06-15,NSE,EQ,EQ,sell,false,1.000000,2978.150000,482946,1000000002682673,2023-06-15T09:34:09
AUROPHARMA,INE406A01037,2023-06-15,NSE,EQ,EQ,sell,false,3.000000,681.500000,482948,1000000002682678,2023-06-15T09:34:09
ITC,INE154A01025,2023-06-15,NSE,EQ,EQ,sell,false,12.000000,445.700000,25671268,1100000003456873,2023-06-15T09:34:09
IGL,INE203G01027,2023-06-15,NSE,EQ,EQ,sell,false,10.000000,470.200000,25671270,1100000003456934,2023-06-15T09:34:09
ICICIBANK,INE090A01021,2023-06-15,NSE,EQ,EQ,sell,false,3.000000,938.550000,25671273,1100000003456958,2023-06-15T09:34:09
ICICIBANK,INE090A01021,2023-06-15,NSE,EQ,EQ,sell,false,1.000000,938.550000,25671274,1100000003456958,2023-06-15T09:34:09
POLICYBZR,INE417T01026,2023-06-15,NSE,EQ,EQ,sell,false,5.000000,628.300000,50599651,1200000003154665,2023-06-15T09:34:09
JKPAPER,INE789E01012,2023-06-15,NSE,EQ,EQ,sell,false,11.000000,325.100000,50599652,1200000003154678,2023-06-15T09:34:09
POLYMED,INE205C01021,2023-06-15,NSE,EQ,EQ,sell,false,4.000000,1063.500000,50599654,1200000003154683,2023-06-15T09:34:09
MAZDOCK,INE249Z01012,2023-06-15,NSE,EQ,EQ,sell,false,4.000000,1063.600000,50599658,1200000003154694,2023-06-15T09:34:09
OIL,INE274J01014,2023-06-15,NSE,EQ,EQ,sell,false,17.000000,253.400000,50599662,1200000003154701,2023-06-15T09:34:09
MAXHEALTH,INE027H01010,2023-06-15,NSE,EQ,EQ,sell,false,7.000000,586.200000,50599665,1200000003154761,2023-06-15T09:34:09
TVSMOTOR,INE494B01023,2023-06-15,NSE,EQ,EQ,sell,false,1.000000,1348.300000,75663822,1300000003007072,2023-06-15T09:34:09
USHAMART,INE228A01035,2023-06-15,NSE,EQ,EQ,sell,false,3.000000,281.900000,75663824,1300000003007080,2023-06-15T09:34:09
USHAMART,INE228A01035,2023-06-15,NSE,EQ,EQ,sell,false,8.000000,281.900000,75663825,1300000003007080,2023-06-15T09:34:09
TATAMOTORS,INE155A01022,2023-06-15,NSE,EQ,EQ,sell,false,9.000000,569.450000,75663826,1300000003007084,2023-06-15T09:34:09
SOUTHBANK,INE683A01023,2023-06-15,NSE,EQ,EQ,sell,false,250.000000,18.050000,75663829,1300000003007105,2023-06-15T09:34:09
RVNL,INE415G01027,2023-06-15,NSE,EQ,EQ,sell,false,32.000000,124.600000,75663831,1300000003007108,2023-06-15T09:34:09
SAFARI,INE429E01023,2023-06-15,NSE,EQ,EQ,sell,false,2.000000,2940.800000,75663836,1300000003007112,2023-06-15T09:34:09
TCS,INE467B01029,2023-06-15,NSE,EQ,EQ,sell,false,1.000000,3224.300000,75663838,1300000003007120,2023-06-15T09:34:09
VBL,INE200M01021,2023-06-16,NSE,EQ,EQ,sell,false,4.000000,822.000000,76024902,1300000005077164,2023-06-16T09:55:15
VBL,INE200M01021,2023-06-16,NSE,EQ,EQ,sell,false,1.000000,822.000000,76024903,1300000005077164,2023-06-16T09:55:15
VBL,INE200M01021,2023-06-16,NSE,EQ,EQ,sell,false,1.000000,822.000000,76024904,1300000005077164,2023-06-16T09:55:15
SIGACHI,INE0D0K01014,2023-06-16,NSE,EQ,EQ,sell,false,5.000000,248.000000,76111394,1300000005487046,2023-06-16T09:59:53
SIGACHI,INE0D0K01014,2023-06-16,NSE,EQ,EQ,sell,false,2.000000,247.950000,76111395,1300000005487046,2023-06-16T09:59:53
SIGACHI,INE0D0K01014,2023-06-16,NSE,EQ,EQ,sell,false,2.000000,247.900000,76111396,1300000005487046,2023-06-16T09:59:53
SIGACHI,INE0D0K01014,2023-06-16,NSE,EQ,EQ,sell,false,3.000000,247.900000,76111397,1300000005487046,2023-06-16T09:59:53
SIGACHI,INE0D0K01014,2023-06-16,NSE,EQ,EQ,sell,false,7.000000,247.850000,76111398,1300000005487046,2023-06-16T09:59:53
BANKBARODA,INE028A01039,2023-06-16,NSE,EQ,EQ,buy,false,31.000000,186.950000,2301924,1000000015213867,2023-06-16T12:49:27
ANGELONE,INE732I01013,2023-06-16,NSE,EQ,EQ,buy,false,4.000000,1549.700000,2301927,1000000015213981,2023-06-16T12:49:27
APLAPOLLO,INE702C01027,2023-06-16,NSE,EQ,EQ,buy,false,4.000000,1302.700000,2301908,1000000015213819,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,567.000000,2301929,1000000015213983,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,3.000000,567.000000,2301930,1000000015213983,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,567.050000,2301931,1000000015213983,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,567.050000,2301932,1000000015213983,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,2.000000,567.150000,2301933,1000000015213983,2023-06-16T12:49:27
HBLPOWER,INE292B01021,2023-06-16,NSE,EQ,EQ,buy,false,40.000000,144.900000,28598787,1100000022014299,2023-06-16T12:49:27
GLOBUSSPR,INE615I01010,2023-06-16,NSE,EQ,EQ,buy,false,5.000000,1223.400000,28598788,1100000022014303,2023-06-16T12:49:27
FINCABLES,INE235A01022,2023-06-16,NSE,EQ,EQ,buy,false,3.000000,878.250000,28598791,1100000022014336,2023-06-16T12:49:27
FINCABLES,INE235A01022,2023-06-16,NSE,EQ,EQ,buy,false,3.000000,878.250000,28598792,1100000022014336,2023-06-16T12:49:27
KARURVYSYA,INE036D01028,2023-06-16,NSE,EQ,EQ,buy,false,46.000000,125.300000,53393375,1200000019099934,2023-06-16T12:49:27
MASTEK,INE759A01021,2023-06-16,NSE,EQ,EQ,buy,false,3.000000,1979.950000,53393379,1200000019099967,2023-06-16T12:49:27
PHOENIXLTD,INE211B01039,2023-06-16,NSE,EQ,EQ,buy,false,3.000000,1578.850000,53393380,1200000019099970,2023-06-16T12:49:27
PHOENIXLTD,INE211B01039,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,1578.950000,53393381,1200000019099970,2023-06-16T12:49:27
NBCC,INE095N01031,2023-06-16,NSE,EQ,EQ,buy,false,142.000000,41.200000,53393382,1200000019099977,2023-06-16T12:49:27
ACI,INE128X01021,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,567.000000,2301928,1000000015213983,2023-06-16T12:49:27
APLAPOLLO,INE702C01027,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,1302.700000,2301909,1000000015213819,2023-06-16T12:49:27
BIRLACORPN,INE340A01012,2023-06-16,NSE,EQ,EQ,buy,false,5.000000,1221.750000,2301910,1000000015213821,2023-06-16T12:49:27
CANFINHOME,INE477A01020,2023-06-16,NSE,EQ,EQ,buy,false,7.000000,753.650000,2301912,1000000015213827,2023-06-16T12:49:27
AUTOAXLES,INE449A01011,2023-06-16,NSE,EQ,EQ,buy,false,2.000000,2246.100000,2301917,1000000015213831,2023-06-16T12:49:27
AUTOAXLES,INE449A01011,2023-06-16,NSE,EQ,EQ,buy,false,1.000000,2246.150000,2301918,1000000015213831,2023-06-16T12:49:27
CANBK,INE476A01014,2023-06-16,NSE,EQ,EQ,buy,false,18.000000,304.200000,2301922,1000000015213864,2023-06-16T12:49:27
CGPOWER,INE067A01029,2023-06-16,NSE,EQ,EQ,buy,false,15.000000,378.000000,2301923,1000000015213866,2023-06-16T12:49:27
BHARTIARTL,INE397D01024,2023-08-03,NSE,EQ,EQ,sell,false,1.000000,872.850000,2777978,1000000021601254,2023-08-03T12:38:53
CANFINHOME,INE477A01020,2023-08-07,NSE,EQ,EQ,sell,false,1.000000,735.300000,2870734,1000000019772063,2023-08-07T12:28:39
CANFINHOME,INE477A01020,2023-08-07,NSE,EQ,EQ,sell,false,6.000000,735.250000,2870735,1000000019772063,2023-08-07T12:28:39
GLOBUSSPR,INE615I01010,2023-08-07,NSE,EQ,EQ,sell,false,5.000000,1029.300000,23732850,1100000020662294,2023-08-07T12:28:39
MASTEK,INE759A01021,2023-08-07,NSE,EQ,EQ,sell,false,1.000000,2042.550000,43477240,1200000022888955,2023-08-07T12:28:39
MASTEK,INE759A01021,2023-08-07,NSE,EQ,EQ,sell,false,2.000000,2042.500000,43477241,1200000022888955,2023-08-07T12:28:39
FUSION,INE139R01012,2023-08-07,NSE,EQ,EQ,buy,false,8.000000,599.000000,23733575,1100000020665675,2023-08-07T12:28:41
PEL,INE140A01024,2023-08-07,NSE,EQ,EQ,buy,false,1.000000,985.350000,43477543,1200000022891280,2023-08-07T12:28:41
PEL,INE140A01024,2023-08-07,NSE,EQ,EQ,buy,false,5.000000,985.350000,43477544,1200000022891280,2023-08-07T12:28:41
ZENSARTECH,INE520A01027,2023-08-08,NSE,EQ,EQ,buy,false,11.000000,487.150000,61915288,1300000008884776,2023-08-08T10:14:01
CONCORDBIO,INE338H01029,2023-08-18,NSE,EQ,EQ,sell,false,20.000000,910.000000,80100341,1400000000152697,2023-08-18T10:00:31
UNITECH-BZ,INE694A01020,2023-10-17,NSE,EQ,BZ,buy,false,1.000000,2.700000,65864627,1300000031328720,2023-10-17T15:10:56
NBCC,INE095N01031,2023-10-17,BSE,EQ,A,buy,false,1.000000,65.200000,3940600,1697533470579311769,2023-10-17T15:22:05
