symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
ITC,INE154A01025,2021-01-22,NSE,EQ,EQ,buy,false,2.000000,210.800000,29212039,1100000015644577,2021-01-22T14:27:34
INFY,INE009A01021,2021-01-27,NSE,EQ,EQ,sell,false,10.000000,1290.000000,29651348,1100000016794010,2021-01-27T14:35:16
ITC,INE154A01025,2021-01-27,NSE,EQ,EQ,buy,false,3.000000,209.350000,29710338,1100000017004226,2021-01-27T14:39:32
IDFCFIRSTB,INE092T01019,2021-01-27,NSE,EQ,EQ,buy,false,10.000000,47.800000,30301563,1100000018589747,2021-01-27T15:12:15
EIHOTEL,INE230A01023,2021-01-27,NSE,EQ,EQ,buy,false,15.000000,93.050000,30382534,1100000018742702,2021-01-27T15:15:45
IDFCFIRSTB,INE092T01019,2021-02-01,NSE,EQ,EQ,buy,false,20.000000,44.850000,26650909,1100000005815510,2021-02-01T10:23:49
IDFCFIRSTB,INE092T01019,2021-02-08,NSE,EQ,EQ,buy,false,25.000000,48.950000,28160739,1100000009918136,2021-02-08T12:02:02
EIHOTEL,INE230A01023,2021-02-09,NSE,EQ,EQ,buy,false,10.000000,95.500000,30730690,1100000016749489,2021-02-09T15:10:14
EIHOTEL,INE230A01023,2021-02-09,NSE,EQ,EQ,buy,false,10.000000,95.450000,30741824,1100000016780772,2021-02-09T15:10:45
MOTHERSUMI,INE775A01035,2021-02-16,NSE,EQ,EQ,buy,false,24.000000,212.000000,53782343,1200000014752771,2021-02-16T14:04:48
MOTHERSUMI,INE775A01035,2021-02-17,NSE,EQ,EQ,buy,false,22.000000,227.500000,54568764,1200000016153449,2021-02-17T15:22:23
MOTHERSUMI,INE775A01035,2021-03-01,BSE,EQ,A,sell,false,23.000000,223.900000,3770100,1614569400007526359,2021-03-01T10:13:05
MOTHERSUMI,INE775A01035,2021-03-01,NSE,EQ,EQ,sell,false,23.000000,230.000000,53354881,1200000004835816,2021-03-01T13:25:52
FRETAIL,INE752P01024,2021-03-02,NSE,EQ,EQ,buy,false,26.000000,69.200000,26762343,1100000005884583,2021-03-02T10:23:37
MAJESCO-BE,INE898S01029,2021-03-03,NSE,EQ,BE,buy,false,1.000000,122.300000,50170395,1200000000524597,2021-03-03T09:17:42
MAJESCO-BE,INE898S01029,2021-03-03,NSE,EQ,BE,buy,false,19.000000,122.700000,50225966,1200000000706009,2021-03-03T09:19:04
IDFCFIRSTB,INE092T01019,2021-03-08,NSE,EQ,EQ,buy,false,25.000000,67.400000,28189923,1100000010117817,2021-03-08T13:00:12
FRETAIL,INE752P01024,2021-03-12,NSE,EQ,EQ,buy,false,35.000000,69.150000,26241405,1100000003716108,2021-03-12T09:59:19
VIPIND,INE054A01027,2021-03-15,NSE,EQ,EQ,buy,false,5.000000,380.000000,75882084,1300000003144163,2021-03-15T09:42:57
RELIANCE,INE002A01018,2021-03-16,NSE,EQ,EQ,sell,false,7.000000,2110.000000,76463724,1300000004307412,2021-03-16T10:29:52
JKCEMENT,INE823G01014,2021-03-18,NSE,EQ,EQ,sell,false,1.000000,2883.200000,50111625,1200000000491496,2021-03-18T09:18:00
CARBORUNIV,INE120A01034,2021-03-18,NSE,EQ,EQ,sell,false,4.000000,505.600000,173438,1000000000654117,2021-03-18T09:18:00
SUBROS,INE287B01021,2021-03-18,NSE,EQ,EQ,buy,false,1.000000,315.000000,75155769,1300000000605494,2021-03-18T09:18:02
HEIDELBERG,INE578A01017,2021-03-18,NSE,EQ,EQ,buy,false,8.000000,225.750000,25168297,1100000000591477,2021-03-18T09:18:02
JBCHEPHARM,INE572A01028,2021-03-18,NSE,EQ,EQ,buy,false,1.000000,1190.000000,50112426,1200000000494866,2021-03-18T09:18:02
VIPIND,INE054A01027,2021-03-18,NSE,EQ,EQ,buy,false,1.000000,385.800000,75155766,1300000000605484,2021-03-18T09:18:02
WELCORP,INE191B01025,2021-03-18,NSE,EQ,EQ,buy,false,3.000000,130.850000,75155767,1300000000605485,2021-03-18T09:18:02
DAAWAT,INE818H01020,2021-03-18,NSE,EQ,EQ,buy,false,32.000000,60.400000,174626,1000000000659276,2021-03-18T09:18:02
CHAMBLFERT,INE085A01013,2021-03-18,NSE,EQ,EQ,buy,false,1.000000,229.100000,174624,1000000000659270,2021-03-18T09:18:02
MAJESCO-BE,INE898S01029,2021-03-22,NSE,EQ,BE,sell,false,20.000000,66.550000,50004741,1200000000099357,2021-03-22T09:07:21
FRETAIL,INE752P01024,2021-03-25,NSE,EQ,EQ,sell,false,150.000000,51.550000,26380774,1100000004730581,2021-03-25T10:36:13
VIPIND,INE054A01027,2021-04-12,NSE,EQ,EQ,buy,false,4.000000,325.700000,80409213,1300000018929588,2021-04-12T13:22:50
ITC,INE154A01025,2021-04-19,NSE,EQ,EQ,sell,false,50.000000,204.250000,26023874,1100000003338546,2021-04-19T09:44:08
VIPIND,INE054A01027,2021-05-10,NSE,EQ,EQ,sell,false,5.000000,331.350000,75832385,1300000002689697,2021-05-10T09:33:21
SONATSOFTW,INE269A01021,2021-05-10,NSE,EQ,EQ,sell,false,1.000000,593.700000,75832387,1300000002689702,2021-05-10T09:33:21
SONATSOFTW,INE269A01021,2021-05-10,NSE,EQ,EQ,sell,false,3.000000,593.650000,75832388,1300000002689702,2021-05-10T09:33:21
WSTCSTPAPR,INE976A01021,2021-05-10,NSE,EQ,EQ,sell,false,9.000000,216.100000,75832395,1300000002689729,2021-05-10T09:33:21
WELCORP,INE191B01025,2021-05-10,NSE,EQ,EQ,sell,false,15.000000,148.050000,75832396,1300000002689739,2021-05-10T09:33:21
SUBROS,INE287B01021,2021-05-10,NSE,EQ,EQ,sell,false,6.000000,302.600000,75832397,1300000002689746,2021-05-10T09:33:21
DAAWAT,INE818H01020,2021-05-10,NSE,EQ,EQ,sell,false,32.000000,77.000000,757022,1000000002671633,2021-05-10T09:33:21
HCLTECH,INE860A01027,2021-05-10,NSE,EQ,EQ,sell,false,2.000000,917.600000,25710090,1100000002114001,2021-05-10T09:33:21
NILKAMAL,INE310A01015,2021-05-10,NSE,EQ,EQ,sell,false,1.000000,2014.350000,50772275,1200000002264579,2021-05-10T09:33:21
ERIS,INE406M01024,2021-05-10,NSE,EQ,EQ,sell,false,2.000000,664.700000,25710092,1100000002114006,2021-05-10T09:33:21
GSPL,INE246F01010,2021-05-10,NSE,EQ,EQ,sell,false,7.000000,268.850000,25710094,1100000002114031,2021-05-10T09:33:21
CHAMBLFERT,INE085A01013,2021-05-10,NSE,EQ,EQ,sell,false,8.000000,222.700000,757014,1000000002671579,2021-05-10T09:33:21
HEIDELBERG,INE578A01017,2021-05-10,NSE,EQ,EQ,sell,false,8.000000,242.500000,25710107,1100000002114092,2021-05-10T09:33:21
POLYPLEX,INE633B01018,2021-05-10,NSE,EQ,EQ,sell,false,2.000000,1100.500000,50772269,1200000002264481,2021-05-10T09:33:21
JBCHEPHARM,INE572A01028,2021-05-10,NSE,EQ,EQ,sell,false,2.000000,1460.150000,50772272,1200000002264505,2021-05-10T09:33:21
PNCINFRA,INE195J01029,2021-05-10,NSE,EQ,EQ,sell,false,9.000000,220.550000,50772273,1200000002264546,2021-05-10T09:33:21
ERIS,INE406M01024,2021-05-10,NSE,EQ,EQ,sell,false,1.000000,664.700000,25710091,1100000002114006,2021-05-10T09:33:21
KPITTECH,INE04I401011,2021-05-12,NSE,EQ,EQ,buy,false,8.000000,212.750000,53535948,1200000011119564,2021-05-12T12:23:30
TATASTEEL,INE081A01012,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,1232.000000,78896730,1300000013299029,2021-05-12T12:23:30
RADICO,INE944F01028,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,570.650000,78896731,1300000013299054,2021-05-12T12:23:30
TATAELXSI,INE670A01012,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,3529.800000,78896732,1300000013299057,2021-05-12T12:23:30
TATAMOTORS,INE155A01022,2021-05-12,NSE,EQ,EQ,buy,false,4.000000,326.600000,78896734,1300000013299060,2021-05-12T12:23:30
SAIL,INE114A01011,2021-05-12,NSE,EQ,EQ,buy,false,13.000000,138.500000,78896737,1300000013299065,2021-05-12T12:23:30
TATAPOWER,INE245A01021,2021-05-12,NSE,EQ,EQ,buy,false,17.000000,107.800000,78896738,1300000013299066,2021-05-12T12:23:30
RELAXO,INE131B01039,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,897.900000,78896739,1300000013299067,2021-05-12T12:23:30
TIINDIA,INE974X01010,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,1184.950000,78896733,1300000013299058,2021-05-12T12:23:30
ATGL,INE399L01023,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,1313.400000,3734568,1000000013354128,2021-05-12T12:23:30
ADANIENT,INE423A01024,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,1304.400000,3734569,1000000013354142,2021-05-12T12:23:30
BERGEPAINT,INE463A01038,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,734.000000,3734570,1000000013354144,2021-05-12T12:23:30
DEEPAKNTR,INE288B01029,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,1800.000000,3734571,1000000013354149,2021-05-12T12:23:30
AVANTIFEED,INE871C01038,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,521.000000,3734575,1000000013354160,2021-05-12T12:23:30
CGCL,INE180C01026,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,455.200000,3734577,1000000013354163,2021-05-12T12:23:30
GAIL,INE129A01019,2021-05-12,NSE,EQ,EQ,buy,false,6.000000,165.000000,28613810,1100000010508983,2021-05-12T12:23:30
INDUSINDBK,INE095A01012,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,932.700000,28613811,1100000010508987,2021-05-12T12:23:30
GUJGASLTD,INE844O01030,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,525.050000,28613812,1100000010508988,2021-05-12T12:23:30
ICICIBANK,INE090A01021,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,601.800000,28613813,1100000010508990,2021-05-12T12:23:30
GRASIM,INE047A01021,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,1428.450000,28613814,1100000010508992,2021-05-12T12:23:30
INDIACEM,INE383A01012,2021-05-12,NSE,EQ,EQ,buy,false,6.000000,174.650000,28613815,1100000010508993,2021-05-12T12:23:30
IIFL,INE530B01024,2021-05-12,NSE,EQ,EQ,buy,false,4.000000,270.900000,28613816,1100000010508995,2021-05-12T12:23:30
IIFL,INE530B01024,2021-05-12,NSE,EQ,EQ,buy,false,2.000000,270.950000,28613817,1100000010508995,2021-05-12T12:23:30
JBCHEPHARM,INE572A01028,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,1384.050000,53535943,1200000011119548,2021-05-12T12:23:30
MAHABANK,INE457A01014,2021-05-12,NSE,EQ,EQ,buy,false,56.000000,26.050000,53535945,1200000011119550,2021-05-12T12:23:30
JKCEMENT,INE823G01014,2021-05-12,NSE,EQ,EQ,buy,false,1.000000,2774.300000,53535946,1200000011119557,2021-05-12T12:23:30
DEEPAKNTR,INE288B01029,2021-06-01,NSE,EQ,EQ,sell,false,1.000000,1776.100000,1623177,1000000006454616,2021-06-01T10:26:27
CGCL,INE180C01026,2021-06-01,NSE,EQ,EQ,sell,false,2.000000,493.750000,1623187,1000000006454622,2021-06-01T10:26:27
BERGEPAINT,INE463A01038,2021-06-01,NSE,EQ,EQ,sell,false,1.000000,797.250000,1623188,1000000006454625,2021-06-01T10:26:27
GUJGASLTD,INE844O01030,2021-06-01,NSE,EQ,EQ,sell,false,2.000000,536.600000,26654176,1100000005326785,2021-06-01T10:26:27
INDUSINDBK,INE095A01012,2021-06-01,NSE,EQ,EQ,sell,false,1.000000,1017.250000,26654177,1100000005326786,2021-06-01T10:26:27
IIFL,INE530B01024,2021-06-01,NSE,EQ,EQ,sell,false,6.000000,261.300000,26654178,1100000005326787,2021-06-01T10:26:27
INDIACEM,INE383A01012,2021-06-01,NSE,EQ,EQ,sell,false,6.000000,184.350000,26654179,1100000005326788,2021-06-01T10:26:27
KPITTECH,INE04I401011,2021-06-01,NSE,EQ,EQ,sell,false,8.000000,242.050000,51623704,1200000005532976,2021-06-01T10:26:27
MAHABANK,INE457A01014,2021-06-01,NSE,EQ,EQ,sell,false,56.000000,23.950000,51623705,1200000005532977,2021-06-01T10:26:27
JKCEMENT,INE823G01014,2021-06-01,NSE,EQ,EQ,sell,false,1.000000,2842.100000,51623706,1200000005532979,2021-06-01T10:26:27
ADANIGREEN,INE364U01010,2021-06-01,NSE,EQ,EQ,buy,false,1.000000,1258.000000,1623706,1000000006456884,2021-06-01T10:26:29
PERSISTENT,INE262H01013,2021-06-01,NSE,EQ,EQ,buy,false,1.000000,2534.100000,51624083,1200000005534440,2021-06-01T10:26:29
TORNTPOWER,INE813H01021,2021-06-01,NSE,EQ,EQ,buy,false,5.000000,431.850000,77045087,1300000006629018,2021-06-01T10:26:29
DISHTV,INE836F01026,2021-06-01,NSE,EQ,EQ,buy,false,59.000000,15.500000,1623710,1000000006456889,2021-06-01T10:26:29
DISHTV,INE836F01026,2021-06-01,NSE,EQ,EQ,buy,false,86.000000,15.500000,1623709,1000000006456889,2021-06-01T10:26:29
BAJAJELEC,INE193E01025,2021-06-01,NSE,EQ,EQ,buy,false,2.000000,1077.000000,1623707,1000000006456886,2021-06-01T10:26:29
ADANITRANS,INE931S01010,2021-06-03,NSE,EQ,EQ,buy,false,1.000000,1568.000000,1231225,1000000004630112,2021-06-03T10:01:59
YESBANK,INE528G01035,2021-06-10,NSE,EQ,EQ,buy,false,1.000000,14.500000,78980623,1300000014968471,2021-06-10T13:41:35
ADANIENT,INE423A01024,2021-06-14,NSE,EQ,EQ,sell,false,2.000000,1272.300000,2729809,1000000009323584,2021-06-14T10:22:21
APLAPOLLO,INE702C01027,2021-06-15,NSE,EQ,EQ,buy,false,2.000000,1501.900000,2399746,1000000008642488,2021-06-15T10:45:39
ADANIGREEN-BE,INE364U01010,2021-06-17,NSE,EQ,BE,sell,false,1.000000,1130.000000,1564252,1000000005748878,2021-06-17T10:06:55
ATGL-BE,INE399L01023,2021-06-22,NSE,EQ,BE,sell,false,2.000000,1387.350000,1493407,1000000004975778,2021-06-22T10:00:24
ADANITRANS-BE,INE931S01010,2021-06-22,NSE,EQ,BE,sell,false,1.000000,1367.250000,1493406,1000000004975777,2021-06-22T10:00:24
DISHTV,INE836F01026,2021-06-23,NSE,EQ,EQ,buy,false,15.000000,14.550000,2021139,1000000008738761,2021-06-23T11:00:07
RADICO,INE944F01028,2021-06-23,NSE,EQ,EQ,buy,false,3.000000,815.850000,77566055,1300000008655538,2021-06-23T11:00:07
ICICIBANK,INE090A01021,2021-06-23,NSE,EQ,EQ,buy,false,1.000000,631.300000,27098822,1100000006564923,2021-06-23T11:00:07
IDFCFIRSTB,INE092T01019,2021-06-23,NSE,EQ,EQ,buy,false,50.000000,57.650000,29746527,1100000015580487,2021-06-23T14:58:21
DISHTV,INE836F01026,2021-07-06,NSE,EQ,EQ,sell,false,160.000000,14.250000,26115487,1100000003236740,2021-07-06T09:48:12
ICICIBANK,INE090A01021,2021-07-06,NSE,EQ,EQ,sell,false,2.000000,649.050000,26115486,1100000003236738,2021-07-06T09:48:12
TIINDIA,INE974X01010,2021-07-06,NSE,EQ,EQ,sell,false,1.000000,1141.100000,76029784,1300000003295404,2021-07-06T09:48:12
TATASTEEL,INE081A01012,2021-07-06,NSE,EQ,EQ,sell,false,1.000000,1162.150000,76029783,1300000003295397,2021-07-06T09:48:12
BAJAJELEC,INE193E01025,2021-07-06,NSE,EQ,EQ,sell,false,2.000000,1054.950000,838853,1000000002965962,2021-07-06T09:48:12
AVANTIFEED,INE871C01038,2021-07-06,NSE,EQ,EQ,sell,false,2.000000,651.850000,838854,1000000002965965,2021-07-06T09:48:12
GAIL,INE129A01019,2021-07-06,NSE,EQ,EQ,sell,false,6.000000,153.700000,26115485,1100000003236733,2021-07-06T09:48:12
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.100000,50957534,1200000002933535,2021-07-06T09:48:14
DEEPAKNTR,INE288B01029,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,1923.650000,26116207,1100000003238996,2021-07-06T09:48:14
JSWENERGY,INE121E01018,2021-07-06,NSE,EQ,EQ,buy,false,10.000000,167.850000,50957530,1200000002933523,2021-07-06T09:48:14
MAHABANK,INE457A01014,2021-07-06,NSE,EQ,EQ,buy,false,40.000000,25.350000,50957531,1200000002933525,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.150000,50957535,1200000002933535,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.150000,50957536,1200000002933535,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.200000,50957537,1200000002933535,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.300000,50957538,1200000002933535,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,274.350000,50957539,1200000002933535,2021-07-06T09:48:14
KIOCL,INE880L01014,2021-07-06,NSE,EQ,EQ,buy,false,2.000000,274.350000,50957540,1200000002933535,2021-07-06T09:48:14
MINDTREE,INE018I01017,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,2565.000000,50957541,1200000002933541,2021-07-06T09:48:14
JKCEMENT,INE823G01014,2021-07-06,NSE,EQ,EQ,buy,false,1.000000,2865.400000,50957542,1200000002933543,2021-07-06T09:48:14
ZOMATO,INE758T01015,2021-07-23,NSE,EQ,EQ,sell,false,100.000000,120.800000,76474119,1300000004707114,2021-07-23T10:00:27
ZOMATO,INE758T01015,2021-07-26,NSE,EQ,EQ,sell,false,95.000000,128.500000,75484069,1300000001345467,2021-07-26T09:22:06
MAHABANK,INE457A01014,2021-08-02,NSE,EQ,EQ,sell,false,40.000000,22.000000,51551423,1200000005828135,2021-08-02T10:25:14
MINDTREE,INE018I01017,2021-08-02,NSE,EQ,EQ,sell,false,1.000000,2856.300000,51551421,1200000005828128,2021-08-02T10:25:14
JKCEMENT,INE823G01014,2021-08-02,NSE,EQ,EQ,sell,false,1.000000,3231.050000,51551422,1200000005828132,2021-08-02T10:25:14
ISEC,INE763G01038,2021-08-02,NSE,EQ,EQ,buy,false,3.000000,746.950000,26863157,1100000005834992,2021-08-02T10:25:16
FLUOROCHEM,INE09N301011,2021-08-02,NSE,EQ,EQ,buy,false,2.000000,1772.300000,26863156,1100000005834990,2021-08-02T10:25:16
TATACOMM,INE151A01013,2021-08-06,NSE,EQ,EQ,buy,false,2.000000,1502.900000,76467328,1300000005337002,2021-08-06T10:14:30
CENTURYTEX,INE055A01016,2021-08-06,NSE,EQ,EQ,buy,false,3.000000,780.500000,1103802,1000000004598446,2021-08-06T10:18:02
M&M,INE101A01026,2021-08-25,NSE,EQ,EQ,buy,false,12.000000,777.450000,51073420,1200000004744416,2021-08-25T10:14:10
M&M,INE101A01026,2021-08-25,NSE,EQ,EQ,buy,false,1.000000,777.450000,51073421,1200000004744416,2021-08-25T10:14:10
JSWENERGY-BE,INE121E01018,2021-09-02,NSE,EQ,BE,sell,false,10.000000,256.350000,52996594,1200000011177710,2021-09-02T13:13:21
RELAXO,INE131B01039,2021-09-02,NSE,EQ,EQ,sell,false,1.000000,1208.900000,78445029,1300000011540171,2021-09-02T13:13:21
MINDTREE,INE018I01017,2021-09-02,NSE,EQ,EQ,buy,false,1.000000,3696.150000,52997165,1200000011178723,2021-09-02T13:13:23
INFY,INE009A01021,2021-09-02,NSE,EQ,EQ,buy,false,1.000000,1674.950000,29150819,1100000012908356,2021-09-02T13:13:23
SAIL,INE114A01011,2021-09-02,NSE,EQ,EQ,buy,false,4.000000,120.150000,78445296,1300000011541248,2021-09-02T13:13:23
TATASTEEL,INE081A01012,2021-09-02,NSE,EQ,EQ,buy,false,1.000000,1419.000000,78445295,1300000011541246,2021-09-02T13:13:23
KPITTECH,INE04I401011,2021-09-02,NSE,EQ,EQ,buy,false,2.000000,330.000000,52997164,1200000011178716,2021-09-02T13:13:23
NAVINFLUOR,INE048G01026,2021-09-02,NSE,EQ,EQ,buy,false,1.000000,4147.450000,53020325,1200000011270925,2021-09-02T13:15:27
SAIL,INE114A01011,2021-10-01,NSE,EQ,EQ,sell,false,17.000000,114.050000,76980820,1300000007316307,2021-10-01T10:39:50
TATACOMM,INE151A01013,2021-10-01,NSE,EQ,EQ,sell,false,2.000000,1386.900000,76980819,1300000007316303,2021-10-01T10:39:50
GRASIM,INE047A01021,2021-10-01,NSE,EQ,EQ,sell,false,1.000000,1665.750000,27349783,1100000008366235,2021-10-01T10:39:50
INFY,INE009A01021,2021-10-01,NSE,EQ,EQ,sell,false,1.000000,1673.200000,27349782,1100000008366234,2021-10-01T10:39:50
OIL,INE274J01014,2021-10-01,NSE,EQ,EQ,buy,false,10.000000,261.250000,51781317,1200000007634849,2021-10-01T10:39:52
IRCTC,INE335Y01012,2021-10-01,NSE,EQ,EQ,buy,false,1.000000,3777.400000,27350368,1100000008368656,2021-10-01T10:39:52
ICICINIFTY,INF109K012R6,2021-10-01,NSE,EQ,EQ,buy,false,3.000000,188.120000,27378522,1100000008472928,2021-10-01T10:41:50
CENTURYTEX,INE055A01016,2021-11-01,NSE,EQ,EQ,sell,false,3.000000,815.000000,1775657,1000000006740220,2021-11-01T10:38:12
KPITTECH,INE04I401011,2021-11-01,NSE,EQ,EQ,sell,false,2.000000,307.550000,51559121,1200000006245346,2021-11-01T10:38:12
JBCHEPHARM,INE572A01028,2021-11-01,NSE,EQ,EQ,sell,false,1.000000,1636.550000,51559120,1200000006245324,2021-11-01T10:38:12
TITAN,INE280A01028,2021-11-01,NSE,EQ,EQ,buy,false,1.000000,2403.900000,77357178,1300000007939735,2021-11-01T10:38:14
IEX,INE022Q01020,2021-11-01,NSE,EQ,EQ,buy,false,7.000000,710.150000,27270346,1100000007400168,2021-11-01T10:38:14
HINDALCO,INE038A01020,2021-11-01,NSE,EQ,EQ,buy,false,3.000000,470.850000,27270347,1100000007400171,2021-11-01T10:38:14
AFFLE,INE00WC01027,2021-11-04,NSE,EQ,EQ,buy,false,3.000000,1078.000000,590662,1000000001335647,2021-11-04T18:36:30
INFY,INE009A01021,2021-11-04,NSE,EQ,EQ,buy,false,1.000000,1711.600000,26014219,1100000001934479,2021-11-04T18:36:30
KPITTECH,INE04I401011,2021-11-04,NSE,EQ,EQ,buy,false,3.000000,348.300000,50679130,1200000001507294,2021-11-04T18:36:30
KPITTECH,INE04I401011,2021-11-04,NSE,EQ,EQ,buy,false,1.000000,348.300000,50679131,1200000001507294,2021-11-04T18:36:30
TATAELXSI,INE670A01012,2021-11-04,NSE,EQ,EQ,buy,false,1.000000,6227.950000,75994323,1300000001937452,2021-11-04T18:36:30
TATAPOWER,INE245A01021,2021-11-04,NSE,EQ,EQ,buy,false,10.000000,231.500000,75994325,1300000001937454,2021-11-04T18:36:30
KPITTECH,INE04I401011,2021-11-04,NSE,EQ,EQ,buy,false,2.000000,348.300000,50679132,1200000001507294,2021-11-04T18:36:30
TATAMOTORS,INE155A01022,2021-12-01,NSE,EQ,EQ,sell,false,4.000000,470.050000,77766573,1300000009224112,2021-12-01T11:26:49
TITAN,INE280A01028,2021-12-01,NSE,EQ,EQ,sell,false,1.000000,2373.800000,77766574,1300000009224113,2021-12-01T11:26:49
KIOCL,INE880L01014,2021-12-01,NSE,EQ,EQ,sell,false,1.000000,220.000000,52227379,1200000008913703,2021-12-01T11:26:49
KIOCL,INE880L01014,2021-12-01,NSE,EQ,EQ,sell,false,1.000000,220.000000,52227378,1200000008913703,2021-12-01T11:26:49
KIOCL,INE880L01014,2021-12-01,NSE,EQ,EQ,sell,false,6.000000,220.000000,52227377,1200000008913703,2021-12-01T11:26:49
OIL,INE274J01014,2021-12-01,NSE,EQ,EQ,sell,false,10.000000,215.100000,52227376,1200000008913702,2021-12-01T11:26:49
ESCORTS,INE042A01014,2021-12-01,NSE,EQ,EQ,buy,false,1.000000,1858.950000,27942412,1100000009976575,2021-12-01T11:26:51
HINDUNILVR,INE030A01027,2021-12-01,NSE,EQ,EQ,buy,false,1.000000,2344.200000,27942411,1100000009976574,2021-12-01T11:26:51
GLAXO,INE159A01016,2021-12-01,NSE,EQ,EQ,buy,false,1.000000,1729.100000,27942413,1100000009976578,2021-12-01T11:26:51
ADANIENT,INE423A01024,2021-12-01,NSE,EQ,EQ,buy,false,1.000000,1686.500000,2028063,1000000008343544,2021-12-01T11:26:51
HINDUNILVR,INE030A01027,2021-12-20,NSE,EQ,EQ,sell,false,1.000000,2215.600000,27355169,1100000008168365,2021-12-20T10:27:02
TORNTPOWER,INE813H01021,2021-12-20,NSE,EQ,EQ,sell,false,5.000000,532.500000,77496558,1300000008562483,2021-12-20T10:27:02
ADANIGREEN,INE364U01010,2021-12-20,NSE,EQ,EQ,buy,false,1.000000,1357.250000,1707192,1000000007334497,2021-12-20T10:27:04
SAIL,INE114A01011,2021-12-20,NSE,EQ,EQ,buy,false,25.000000,106.300000,77497257,1300000008565002,2021-12-20T10:27:04
ADANIGREEN,INE364U01010,2021-12-20,NSE,EQ,EQ,buy,false,1.000000,1357.250000,1707193,1000000007334497,2021-12-20T10:27:04
