symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
ITC,INE154A01025,2022-05-16,NSE,EQ,EQ,buy,false,12.000000,256.650000,27150283,1100000010097898,2022-05-16T11:40:39
VEDL,INE205A01025,2022-05-23,NSE,EQ,EQ,sell,false,8.000000,308.600000,77879277,1300000012118705,2022-05-23T12:01:56
PERSISTENT,INE262H01013,2022-05-23,NSE,EQ,EQ,sell,false,1.000000,3802.150000,52937181,1200000013155565,2022-05-23T12:01:56
HEROMOTOCO,INE158A01026,2022-05-30,NSE,EQ,EQ,buy,false,1.000000,2755.750000,27476259,1100000010169534,2022-05-30T12:00:51
DIVISLAB,INE361B01024,2022-07-01,NSE,EQ,EQ,sell,false,1.000000,3585.000000,25717902,1100000003804391,2022-07-01T09:58:02
INDHOTEL,INE053A01029,2022-07-01,NSE,EQ,EQ,buy,false,12.000000,225.500000,25718184,1100000003806132,2022-07-01T09:58:04
TIINDIA,INE974X01010,2022-07-01,NSE,EQ,EQ,buy,false,1.000000,1787.850000,75943106,1300000004464088,2022-07-01T09:58:04
VBL,INE200M01013,2022-07-01,NSE,EQ,EQ,buy,false,3.000000,799.200000,75943105,1300000004464086,2022-07-01T09:58:04
ICICINIFTY,INF109K012R6,2022-07-18,NSE,EQ,EQ,buy,false,4.000000,176.380000,28721456,1100000014766406,2022-07-18T15:15:24
HEROMOTOCO,INE158A01026,2022-08-05,NSE,EQ,EQ,sell,false,1.000000,2786.650000,26546188,1100000007175632,2022-08-05T10:35:35
UPL,INE628A01036,2022-08-05,NSE,EQ,EQ,sell,false,3.000000,736.750000,76581898,1300000006512349,2022-08-05T10:35:35
ATGL,INE399L01023,2022-08-05,NSE,EQ,EQ,buy,false,1.000000,3324.850000,1198804,1000000005902151,2022-08-05T10:35:37
BANKBARODA,INE028A01039,2022-08-05,NSE,EQ,EQ,buy,false,23.000000,120.050000,1198805,1000000005902152,2022-08-05T10:35:37
HINDALCO,INE038A01020,2022-08-05,NSE,EQ,EQ,buy,false,6.000000,417.750000,26546476,1100000007177474,2022-08-05T10:35:37
NIFTYBEES,INF204KB14I2,2022-08-16,NSE,EQ,EQ,buy,false,1.000000,194.200000,50034484,1200000000198571,2022-08-16T09:15:00
GOLDBEES,INF204KB17I5,2022-08-16,NSE,EQ,EQ,buy,false,2.000000,44.900000,25041743,1100000000235190,2022-08-16T09:15:02
NAVINFLUOR,INE048G01026,2022-09-01,NSE,EQ,EQ,sell,false,1.000000,4268.950000,50731976,1200000003246720,2022-09-01T09:41:13
FLUOROCHEM,INE09N301011,2022-09-01,NSE,EQ,EQ,sell,false,1.000000,3312.050000,25905938,1100000003712080,2022-09-01T09:41:13
AUBANK,INE949L01017,2022-09-01,NSE,EQ,EQ,sell,false,2.000000,649.800000,856564,1000000003671312,2022-09-01T09:41:13
TVSMOTOR,INE494B01023,2022-09-01,NSE,EQ,EQ,buy,false,3.000000,1010.250000,76038385,1300000004302348,2022-09-01T09:41:15
INDIACEM,INE383A01012,2022-09-01,NSE,EQ,EQ,buy,false,9.000000,228.400000,25906635,1100000003715190,2022-09-01T09:41:15
CHOLAFIN,INE121A01024,2022-09-01,NSE,EQ,EQ,buy,false,4.000000,799.450000,857264,1000000003674742,2022-09-01T09:41:15
JSWENERGY,INE121E01018,2022-09-01,NSE,EQ,EQ,buy,false,7.000000,348.300000,50732613,1200000003249710,2022-09-01T09:41:15
HINDALCO,INE038A01020,2022-10-03,NSE,EQ,EQ,sell,false,6.000000,379.750000,26728950,1100000010122264,2022-10-03T10:57:35
JSWENERGY,INE121E01018,2022-10-03,NSE,EQ,EQ,sell,false,7.000000,298.500000,51657846,1200000010410515,2022-10-03T10:57:35
CIPLA,INE059A01026,2022-10-03,NSE,EQ,EQ,buy,false,3.000000,1134.300000,1475429,1000000010532628,2022-10-03T10:57:37
BEL,INE263A01024,2022-10-13,NSE,EQ,EQ,buy,false,30.000000,102.450000,1060729,1000000006400859,2022-10-13T10:40:19
LIQUIDBEES,INF732E01037,2022-10-24,NSE,EQ,EQ,buy,false,9.000000,1000.000000,50365131,1200000001044673,2022-10-24T18:24:35
JUNIORBEES,INF732E01045,2022-10-24,NSE,EQ,EQ,buy,false,13.000000,448.500000,50365130,1200000001044672,2022-10-24T18:24:35
GOLDBEES,INF204KB17I5,2022-10-24,NSE,EQ,EQ,buy,false,152.000000,43.630000,25495936,1100000001360788,2022-10-24T18:24:35
NIFTYBEES,INF204KB14I2,2022-10-24,NSE,EQ,EQ,buy,false,7.000000,193.600000,50365129,1200000001044663,2022-10-24T18:24:35
ADANIGREEN,INE364U01010,2022-11-01,NSE,EQ,EQ,sell,false,1.000000,2105.000000,866158,1000000004459629,2022-11-01T09:56:01
TATAELXSI,INE670A01012,2022-11-01,NSE,EQ,EQ,sell,false,1.000000,6957.000000,75964235,1300000004588735,2022-11-01T09:56:01
INDIACEM,INE383A01012,2022-11-01,NSE,EQ,EQ,sell,false,9.000000,242.550000,26066481,1100000004764435,2022-11-01T09:56:01
ADANITRANS,INE931S01010,2022-11-01,NSE,EQ,EQ,sell,false,1.000000,3316.550000,866156,1000000004459599,2022-11-01T09:56:01
SOLARINDS,INE343H01029,2022-11-01,NSE,EQ,EQ,buy,false,1.000000,4049.950000,75964638,1300000004590840,2022-11-01T09:56:03
AEGISCHEM,INE208C01025,2022-11-01,NSE,EQ,EQ,buy,false,10.000000,316.650000,866706,1000000004462137,2022-11-01T09:56:03
BLUESTARCO,INE472A01039,2022-11-01,NSE,EQ,EQ,buy,false,2.000000,1269.350000,866707,1000000004462139,2022-11-01T09:56:03
IGL,INE203G01027,2022-11-01,NSE,EQ,EQ,buy,false,8.000000,426.400000,26067119,1100000004766803,2022-11-01T09:56:03
SBIN,INE062A01020,2022-12-01,NSE,EQ,EQ,sell,false,2.000000,603.600000,76191812,1300000005336326,2022-12-01T10:01:21
INDHOTEL,INE053A01029,2022-12-01,NSE,EQ,EQ,sell,false,2.000000,319.700000,26169138,1100000005353636,2022-12-01T10:01:21
INDHOTEL,INE053A01029,2022-12-01,NSE,EQ,EQ,sell,false,7.000000,319.750000,26169136,1100000005353636,2022-12-01T10:01:21
INDHOTEL,INE053A01029,2022-12-01,NSE,EQ,EQ,sell,false,3.000000,319.750000,26169137,1100000005353636,2022-12-01T10:01:21
TATAPOWER,INE245A01021,2022-12-01,NSE,EQ,EQ,sell,false,17.000000,223.800000,76191810,1300000005336322,2022-12-01T10:01:21
BAJAJHLDNG,INE118A01012,2022-12-01,NSE,EQ,EQ,buy,false,1.000000,6283.000000,840991,1000000004299233,2022-12-01T10:01:23
MAXHEALTH,INE027H01010,2022-12-01,NSE,EQ,EQ,buy,false,7.000000,456.000000,51095137,1200000005133844,2022-12-01T10:01:23
HCLTECH,INE860A01027,2022-12-01,NSE,EQ,EQ,buy,false,3.000000,1140.350000,26169813,1100000005356543,2022-12-01T10:01:23
